Date,Count,temp,humidity,precip,precipcover,windgust,windspeed,winddir,cloudcover,visibility,uvindex,conditions,AQI
7/3/23,270,84.8,78.5,0.062,12.5,15.4,12.6,110.5,33.3,9.9,9,"Rain, Partially cloudy",24
7/4/23,225,85.8,78,0,0,16.1,13.5,86.4,24.2,9.9,10,Partially cloudy,24
7/5/23,360,86.5,75.5,0,0,17.2,11.9,110.7,25,9.9,10,Partially cloudy,26
7/6/23,317,86,74.8,0.083,12.5,22.2,11.8,158.4,38.2,9.8,10,"Rain, Partially cloudy",26
7/7/23,269,82.9,81,1.124,33.33,29,18.9,219.1,33.3,9.6,10,"Rain, Partially cloudy",24
7/8/23,280,82.1,83.3,1.007,29.17,33.3,16.4,223.4,37.2,9.3,10,"Rain, Partially cloudy",24
7/9/23,365,84.2,80.1,0.585,8.33,15.9,13.7,190.3,29.3,9.9,10,"Rain, Partially cloudy",27
7/10/23,295,85.4,75.1,0.416,8.33,35,14.1,192.1,35.7,9.7,10,"Rain, Partially cloudy",26
7/11/23,283,87,70.4,0,0,14.1,11.8,146.6,16.9,9.9,10,Clear,25
7/12/23,334,87.9,70.5,0,0,10.5,10.4,105.9,21.4,9.9,10,Partially cloudy,27
7/13/23,308,87.1,73.9,0.102,8.33,16.6,13.5,120.3,26.8,9.9,9,"Rain, Partially cloudy",26
7/14/23,321,85.2,72,0.258,16.67,21.8,10.9,231.5,26.4,9.8,10,"Rain, Partially cloudy",26
7/15/23,445,85.8,70,0.09,20.83,19.7,12.3,186.4,31,9.8,10,"Rain, Partially cloudy",29
7/16/23,418,84.9,75,1.25,16.67,44.3,13.1,167.8,29.7,9.7,8,"Rain, Partially cloudy",29
7/17/23,173,81.7,84.3,0.909,29.17,42.5,11,174.6,46.2,9.6,8,"Rain, Partially cloudy",19
7/18/23,190,84.2,80.9,0.116,20.83,30.9,12.6,90.7,33.6,9.7,9,"Rain, Partially cloudy",23
7/19/23,285,86,77,0.043,8.33,20.4,15.2,121,29.4,9.9,10,"Rain, Partially cloudy",24
7/20/23,256,87.1,75.1,0.104,8.33,20.3,14.2,113.1,28.9,9.9,9,"Rain, Partially cloudy",25
7/21/23,398,85.8,75.7,0.182,4.17,25.3,13,182.8,28.8,9.9,7,"Rain, Partially cloudy",27
7/22/23,487,84.4,77.9,0.248,8.33,29.8,16.8,239.5,33.9,9.7,10,"Rain, Partially cloudy",29
7/23/23,520,86.2,74.2,0.165,12.5,29.7,13.5,157.8,22.6,9.7,9,"Rain, Partially cloudy",30
7/24/23,411,86.5,72.5,0.023,8.33,34.4,13.3,143.7,14.8,9.8,10,Rain,30
7/25/23,364,86.4,71.2,0,0,19.7,12.5,74.8,16,9.9,9,Clear,27
7/26/23,269,84.4,76,0.041,20.83,38.8,18.9,61.1,35.2,9.8,5,"Rain, Partially cloudy",26
7/27/23,223,81,84.4,2.248,54.17,27.7,15,83.3,61.9,8.8,6,"Rain, Partially cloudy",24
7/28/23,216,84,81.5,0.063,12.5,24.8,15.7,112.4,47.2,9.9,5,"Rain, Partially cloudy",22
7/29/23,507,85.8,76.7,0.082,8.33,18.3,11.2,118.9,32.4,9.9,10,"Rain, Partially cloudy",30
7/30/23,509,86.7,74.7,0,0,13.9,14.1,140.1,16.2,9.9,10,Clear,30
7/31/23,233,86.1,73.9,0,0,16.6,15,175.3,26.3,9.9,8,Partially cloudy,22
8/1/23,158,83,80.8,0.032,8.33,29.8,11.7,246.9,23.1,9.9,10,"Rain, Partially cloudy",20
8/2/23,333,83.8,77.1,0.327,12.5,29.8,14.1,87.5,19.3,9.7,10,Rain,26
8/3/23,159,83.6,80.1,0.744,16.67,20.8,11.5,81.2,47.9,9.7,9,"Rain, Partially cloudy",14
8/4/23,256,83.8,81,0.129,20.83,25.3,10.6,139.6,31.3,9.8,10,"Rain, Partially cloudy",23
8/5/23,405,85.5,78.7,0.109,8.33,15.2,11,164.7,22.9,9.9,10,"Rain, Partially cloudy",29
8/6/23,361,87,74.9,0.353,20.83,15.2,12.5,173.8,30.3,9.8,10,"Rain, Partially cloudy",27
8/7/23,231,87.5,75.9,0,0,14.5,13.2,140.5,21,9.9,8,Partially cloudy,25
8/8/23,163,86.9,75.8,0.009,8.33,20.8,13.6,159.2,27.7,9.9,10,"Rain, Partially cloudy",21
8/9/23,307,86.2,78.7,0.277,16.67,30.5,13.8,161.9,26.5,9.6,10,"Rain, Partially cloudy",26
8/10/23,265,85.4,79.9,0.335,25,31.1,13.5,156.6,36.1,9.7,10,"Rain, Partially cloudy",25
8/11/23,350,86.7,74.8,0,0,13.2,12.8,122.4,14.9,9.9,10,Clear,27
8/12/23,564,88,70.8,0,0,21.5,15.6,115.3,23.7,9.9,10,Partially cloudy,31
8/13/23,393,84.5,78.5,0.193,33.33,30.2,14.7,162.8,43.4,9.9,9,"Rain, Partially cloudy",27
8/14/23,303,86.6,78,0.009,4.17,19.7,14.2,119.1,18.4,9.9,10,Rain,28
8/15/23,320,86.5,75.6,0,0,34.4,19.2,92.8,34.1,9.9,8,Partially cloudy,27
8/16/23,216,84.4,75.9,0.297,12.5,26.4,16.2,169,49.8,9.8,10,"Rain, Partially cloudy",26
8/17/23,170,82.7,79.2,0.05,20.83,36.1,16.3,202,44.6,9.7,8,"Rain, Partially cloudy",21
8/18/23,255,83.1,78.7,0.012,16.67,25.3,13.5,77.7,37.8,9.9,7,"Rain, Partially cloudy",23
8/19/23,393,83,81.5,0.241,33.33,26.4,18.9,80.6,51.1,9.6,8,"Rain, Partially cloudy",27
8/20/23,226,84.2,77.7,0.315,33.33,30.5,17.7,101.1,63.4,9.3,9,"Rain, Partially cloudy",24
8/21/23,235,86.3,73.1,0.031,16.67,34.4,19.1,77.8,47,9.9,6,"Rain, Partially cloudy",23
8/22/23,314,86.6,68.9,0.11,4.17,28,15.8,60.9,32.2,9.9,9,"Rain, Partially cloudy",26
8/23/23,328,85.8,72.9,0.229,20.83,24.2,15.5,56.8,43.8,9.9,10,"Rain, Partially cloudy",26
8/24/23,214,84.8,71.4,0.336,16.67,20.4,12.8,58.9,36.3,9.6,5,"Rain, Partially cloudy",21
8/25/23,416,84.5,72.9,0.012,8.33,22.8,16.2,33.2,36.5,9.9,10,"Rain, Partially cloudy",28
8/26/23,517,84.8,71.2,0,0,21.7,15.9,29.5,23.1,9.9,9,Partially cloudy,30
8/27/23,408,84.4,79.9,0.088,25,26.4,15.9,112.6,36.9,9.8,10,"Rain, Partially cloudy",30
8/28/23,162,83.9,78,0.077,25,20.8,11.4,169.3,45.6,9.8,9,"Rain, Partially cloudy",10
8/29/23,168,85.9,77.3,0.156,16.67,40,21,155.6,36.9,9.8,10,"Rain, Partially cloudy",14
8/30/23,189,87.6,71.9,0.07,12.5,36.7,21.1,208.3,30.5,9.7,8,"Rain, Partially cloudy",16
8/31/23,149,85.5,79.1,0.302,16.67,23,13.7,229.3,41.4,9.7,9,"Rain, Partially cloudy",18
9/1/23,291,84.8,82.4,0,0,18.6,10.9,57.7,35.4,9.9,10,Partially cloudy,23
9/2/23,266,81.3,79.8,1.064,29.17,39.7,14.5,42.3,65,9.2,10,"Rain, Partially cloudy",23
9/3/23,411,84.5,60.4,0,0,23.6,15.7,59.5,39.7,9.9,10,Partially cloudy,29
9/4/23,435,84.9,63.2,0,0,25.3,15.5,85.9,44.2,9.9,10,Partially cloudy,29
9/5/23,348,85.1,63.6,0,0,21.9,13.5,92.9,28.1,9.9,10,Partially cloudy,27
9/6/23,416,83.7,62.6,0,0,13.2,10.5,84.6,12,9.9,9,Clear,29
9/7/23,327,84.2,67.4,0,0,20.8,13.4,109.5,13.6,9.9,10,Clear,20
9/8/23,450,83.7,67.6,0,0,19.7,12.8,102.3,16.4,9.9,9,Clear,29
9/9/23,328,82.5,77.9,0.664,29.17,39.1,13.1,83.7,39.5,9.7,9,"Rain, Partially cloudy",28
9/10/23,381,83.6,78.8,0.021,12.5,13,10.1,120.7,26.1,9.9,10,"Rain, Partially cloudy",27
9/11/23,283,84.6,75.7,0.102,8.33,14.5,11.5,89.5,20.3,9.8,9,"Rain, Partially cloudy",24
9/12/23,256,85.8,73.4,0,0,17.4,11.4,60.1,22.9,9.9,9,Partially cloudy,25
9/13/23,347,85.6,73.7,0,0,20.8,12.7,37.6,25.8,9.9,10,Partially cloudy,26
9/14/23,340,85.6,73.6,0,0,15.2,11.7,63.2,35.7,9.9,10,Partially cloudy,26
9/15/23,270,83.5,78.4,0.382,25,12.3,12.9,112.4,43.5,9.7,10,"Rain, Partially cloudy",25
9/16/23,321,83.1,82.2,0.236,20.83,21.9,11.5,132.5,41.1,9.8,10,"Rain, Partially cloudy",26
9/17/23,305,83.2,79.1,0.027,8.33,20.8,12.9,198.9,45.7,9.8,9,"Rain, Partially cloudy",26
9/18/23,105,83.4,79.7,1.429,16.67,26.4,11.9,88.6,33.1,9.5,9,"Rain, Partially cloudy",14
9/19/23,153,81.4,84.6,2.521,33.33,35.8,20.2,49.3,47.4,9.3,10,"Rain, Partially cloudy",15
9/20/23,120,80.7,80.9,0.009,12.5,18.3,10.8,32.4,31.8,9.9,10,"Rain, Partially cloudy",16
9/21/23,184,79.6,81.9,0.975,33.33,29.9,15,36.1,39.1,9.1,8,"Rain, Partially cloudy",18
9/22/23,298,80.3,79.8,0.173,16.67,29.8,12.9,26.4,23,9.7,10,"Rain, Partially cloudy",21
9/23/23,318,79,80.5,0.163,20.83,20.1,10.6,61,50.1,9.6,5,"Rain, Partially cloudy",23
9/24/23,268,81.8,79.1,0.212,25,16.8,12,88.4,48.7,9.7,10,"Rain, Partially cloudy",25
9/25/23,169,80.7,84,0.655,25,36.6,15.5,94.9,54.7,9.6,10,"Rain, Partially cloudy",16
9/26/23,138,83.5,80.2,0.711,12.5,27.7,12.7,111.5,44.3,9.7,8,"Rain, Partially cloudy",21
9/27/23,102,80.7,86.1,0.424,41.67,14.5,10.9,127.5,71.9,9.2,4,"Rain, Partially cloudy",10
9/28/23,175,81.9,81.9,0,0,22.9,15.8,186.1,39.6,9.9,5,Partially cloudy,16
9/29/23,191,81.8,84.7,0.576,33.33,13.4,8.4,353.7,53.3,9.5,10,"Rain, Partially cloudy",17
9/30/23,353,82.8,84.2,0.107,16.67,12.3,11.3,60.2,46.5,9.8,8,"Rain, Partially cloudy",26
10/1/23,285,81.5,84.6,0.831,37.5,26.4,12.3,76.7,45.4,9.5,10,"Rain, Partially cloudy",27
10/2/23,116,80.6,79.7,0.346,45.83,28.9,18.1,49,71.9,8.9,6,"Rain, Partially cloudy",21
10/3/23,250,82.8,66.7,0.002,8.33,25.9,16.1,55.5,45.5,7.7,8,"Rain, Partially cloudy",23
10/4/23,433,82.6,70.1,0,0,23.7,14.2,53.2,28.2,9.9,9,Partially cloudy,28
10/5/23,373,83.6,72.6,0,0,18.3,11.9,70.7,30.7,9.9,6,Partially cloudy,27
10/6/23,519,82.5,75.9,0,0,10.3,9,57.7,36.9,9.9,7,Partially cloudy,31
10/7/23,563,82.8,77.1,0.042,8.33,10.7,10,140.6,44.5,9.9,9,"Rain, Partially cloudy",33
10/8/23,349,81.5,79,0,0,15.2,9.5,292.1,45.9,9.9,9,Partially cloudy,28
10/9/23,218,79.6,76.7,0,0,15,9.4,331.7,80.7,9.9,4,Partially cloudy,24
10/10/23,242,82,77.9,0,0,13.6,8.1,346.1,43.3,9.9,9,Partially cloudy,26
10/11/23,203,82.8,83.1,0.14,20.83,22.6,10.3,123.5,50.3,9.5,9,"Rain, Partially cloudy",24
10/12/23,265,87.2,72.1,0,0,31.6,19.5,209.2,27.5,9.9,8,Partially cloudy,23
10/13/23,315,85.7,79.6,0.066,4.17,23,14.8,233.7,38.7,9.8,7,"Rain, Partially cloudy",27
10/14/23,360,83.6,85.1,0,0,21,11.9,257.8,48.6,9.9,6,Partially cloudy,28
10/15/23,493,81.2,69.3,0,0,24.2,14.4,279.8,16.6,9.9,8,Clear,29
10/16/23,362,72.9,63.3,0,0,24.4,15.3,311.2,41.7,9.9,10,Partially cloudy,27
10/17/23,380,68.3,56,0,0,22.1,13.3,319.2,10.8,9.9,8,Clear,27
10/18/23,429,72.3,62.7,0,0,18.8,11.5,4.5,12.3,9.9,9,Clear,29
10/19/23,385,76.8,64.4,0,0,21.9,13.5,48.1,21.7,9.9,9,Partially cloudy,28
10/20/23,422,77.6,69.3,0,0,13.6,8.9,40.1,59.2,9.9,10,Partially cloudy,29
10/21/23,599,77.5,68.2,0,0,15.4,10.6,273.1,7,9.9,8,Clear,31
10/22/23,549,77.4,69.8,0,0,12.3,7.5,305.8,17.4,9.9,8,Clear,31
10/23/23,405,76.7,64.8,0,0,19.9,12.5,54.9,19.2,9.9,8,Clear,30
10/24/23,369,80.3,63.6,0,0,29.4,17.8,64,70.7,9.9,10,Partially cloudy,28
10/25/23,531,80.4,58.3,0,0,29.9,21.6,66.7,57.5,9.9,10,Partially cloudy,33
10/26/23,464,80.8,60,0,0,30.6,19.4,67.9,63.2,9.9,8,Partially cloudy,30
10/27/23,640,80.8,61.6,0,0,28.9,18.6,64.4,53.8,9.9,7,Partially cloudy,34
10/28/23,773,80.7,63.9,0,0,29.6,18.9,65.2,54.7,9.9,9,Partially cloudy,50
10/29/23,777,80.4,68.3,0,0,24.5,17.1,65.8,74.3,9.9,6,Partially cloudy,42
10/30/23,643,81.5,71.4,0,0,18.3,12.3,61.9,37.3,9.9,8,Partially cloudy,35
10/31/23,593,81.1,73.5,0,0,17.7,10.4,328.5,28,9.9,8,Partially cloudy,36
11/1/23,630,76.6,74.7,0,0,29.5,16.1,346.4,36.2,9.9,8,Partially cloudy,37
11/2/23,423,76.2,68.2,0.161,29.17,32.8,21,41.7,81.9,9.8,8,"Rain, Partially cloudy",30
11/3/23,584,77.7,63.3,0,0,29.2,20.2,58.9,67.8,9.9,10,Partially cloudy,33
11/4/23,535,75.7,81.2,0.052,33.33,25.3,14.1,6.5,77.8,9.3,9,"Rain, Partially cloudy",32
11/5/23,616,75.1,77.9,0,0,27.1,16,352.1,43.9,9.8,8,Partially cloudy,34
11/6/23,442,74.5,66.8,0,0,19,12.4,357.6,15.5,9.9,8,Clear,30
11/7/23,368,77.1,73.9,0,0,20.8,12.8,50.4,24.1,9.9,9,Partially cloudy,27
11/8/23,451,78.4,70.8,0,0,21.9,13.9,66.1,40.5,9.9,8,Partially cloudy,29
11/9/23,52,77.2,80.5,0.236,37.5,22.4,12.2,78.8,71.5,8.6,3,"Rain, Partially cloudy",10
11/10/23,436,81.2,79.6,0,0,18.6,14,122.6,35.8,9.9,7,Partially cloudy,29
11/11/23,540,81.8,74.2,0,0,18.3,11.4,114.8,37.6,9.9,8,Partially cloudy,31
11/12/23,414,80.6,72.4,0,0,17.2,10.2,91.5,25.7,9.9,8,Partially cloudy,30
11/13/23,140,77.7,85.3,0.124,29.17,19.2,12.6,45.6,77.2,9.4,9,"Rain, Partially cloudy",10
11/14/23,59,77.3,86.4,3.606,45.83,34.1,23.6,74.4,77.3,8.1,4,"Rain, Partially cloudy",10
11/16/23,272,74.8,85.9,0.632,33.33,47.8,33.7,69.7,90.5,8.4,7,"Rain, Overcast",22
11/17/23,632,76,84.6,0,0,19,10,253.4,48.5,9.3,7,Partially cloudy,34
11/18/23,531,73.1,85.3,0,0,23.5,12.8,303.2,57,9.9,5,Partially cloudy,33
11/19/23,594,73.2,80.1,0,0,20.8,12.7,346.8,18.2,9.9,8,Clear,32
11/20/23,356,75.8,78.1,0.107,8.33,19.7,14,96.5,41.1,9.8,8,"Rain, Partially cloudy",26
11/21/23,422,78.2,65.6,0,0,26.2,15.7,109,41.9,9.9,9,Partially cloudy,29
11/22/23,594,78.4,71.5,0,0,19.7,12.8,170.2,39.6,9.9,8,Partially cloudy,33
11/24/23,199,74.2,86.4,0,0,13.6,10,9.4,73.7,9.6,7,Partially cloudy,25
11/25/23,298,76.1,84.5,0.009,4.17,15,9.6,56.2,64.7,9.9,6,"Rain, Partially cloudy",26
11/26/23,318,78.3,83.3,0.159,20.83,21.5,14.5,146.8,50.1,9.4,6,"Rain, Partially cloudy",28
11/27/23,360,73.9,83.2,0,0,22.1,11.8,320.4,42.6,9.8,8,Partially cloudy,28
11/28/23,321,66.2,71,0,0,19,10.3,332.5,16.9,9.9,8,Clear,26
11/29/23,351,65.5,71.8,0,0,19.2,9.6,349.8,33.7,9.9,8,Partially cloudy,24
11/30/23,380,71.4,71.8,0.005,4.17,22.6,12.8,76.7,46.8,9.9,6,"Rain, Partially cloudy",28
12/1/23,465,78.7,78.7,0,0,19.5,13.9,116.8,42.2,9.9,8,Partially cloudy,29
12/2/23,624,80.1,82.1,0,0,22.1,15.2,138.7,36.8,9.9,4,Partially cloudy,34
12/3/23,566,79.5,81.5,0,0,18.8,10.5,215.4,32.3,9.8,7,Partially cloudy,33
12/4/23,403,77.3,81,0,0,14.1,8.5,258.3,16.6,9.6,5,Clear,30
12/5/23,425,73.9,63.4,0,0,24.2,7.9,318.5,12,9.9,6,Clear,29
12/6/23,398,64,52.6,0,0,23,14.2,324.4,15,9.9,7,Clear,27
12/7/23,349,65.8,63.5,0,0,23,12,29.5,74,9.9,9,Partially cloudy,26
12/8/23,422,74.6,62.9,0,0,24.2,14.6,103.7,69.4,9.9,7,Partially cloudy,30
12/9/23,679,77,68.9,0.005,4.17,27.7,17.5,122.1,41.9,9.9,7,"Rain, Partially cloudy",35
12/10/23,602,78.2,75.3,0,0,27.2,17.3,150,45.4,9.9,6,Partially cloudy,34
12/11/23,454,67,75,0.01,4.17,30.6,12.9,332.5,19.5,9.9,6,Rain,29
12/12/23,337,68.6,71.3,0.004,4.17,30.5,16.7,28.8,71.7,9.9,3,"Rain, Partially cloudy",28
12/13/23,35,73.9,81.8,0.18,41.67,36.8,20.8,54.6,97,9.3,1,"Rain, Overcast",16
12/14/23,33,71.9,85,0.167,91.67,41.1,24.9,54.4,99,8.6,2,"Rain, Overcast",16
12/15/23,206,73.3,68.3,0.027,12.5,40.1,25.2,66.5,98.2,9.7,3,"Rain, Overcast",18
12/16/23,34,73.9,86.9,1.119,75,45.1,28.2,100.9,98.9,7.4,2,"Rain, Overcast",16
12/17/23,317,74.4,77.8,0.633,33.33,43,23.7,225,57.6,9.3,8,"Rain, Partially cloudy",26
12/18/23,390,65.1,73.3,0,0,25.3,16.2,291.1,10.6,9.9,7,Clear,28
12/19/23,297,62.2,68.8,0,0,23.9,11.4,335.6,8.8,9.9,7,Clear,24
12/20/23,245,68.1,58.6,0,0,30.5,16.3,56.9,93.4,9.9,2,Overcast,23
12/21/23,385,71.6,52.6,0,0,30.9,16.7,65.5,88.3,9.9,7,Partially cloudy,26
12/22/23,608,70.6,60.7,0,0,21.9,12.3,47.1,54,9.9,6,Partially cloudy,34
12/23/23,524,73.1,65.4,0.007,8.33,26.5,15.8,67,46.5,9.9,7,"Rain, Partially cloudy",30
12/24/23,247,73.8,70.7,0.18,41.67,30.4,20,90.1,71.7,9.8,4,"Rain, Partially cloudy",26
12/26/23,278,75.5,83.8,0.442,25,34.4,17.5,198.5,62.7,9.4,7,"Rain, Partially cloudy",25
12/27/23,348,69.3,74.3,0,0,17.9,10.1,306.3,18.4,9.9,7,Clear,28
12/28/23,54,64.3,83.2,0.296,25,21,10.7,325.1,73,8.6,1,"Rain, Partially cloudy",10
12/29/23,358,64.2,78.6,0,0,21.3,13.6,289.7,28.4,9.9,6,Partially cloudy,25
12/30/23,434,59.3,73.9,0,0,20.1,9.8,289.2,21,9.9,3,Partially cloudy,28
12/31/23,474,60,71.7,0,0,21.9,9,326.2,1.1,9.5,7,Clear,29
1/1/24,227,61.4,70.7,0,0,16.1,7.4,301.4,5.4,8.4,7,Clear,16
1/2/24,377,61.5,70.2,0,0,24,12.8,314.2,11.4,9.9,6,Clear,26
1/3/24,356,63.6,69.7,0,0,25.3,13.3,164.8,29.8,9.9,6,Partially cloudy,27
1/4/24,294,68.2,77.4,0,0,28.9,18,290.8,48.2,9.9,6,Partially cloudy,24
1/5/24,397,71.3,72.9,0.005,4.17,27.8,18.7,89.6,81.3,9.9,5,"Rain, Partially cloudy",26
1/6/24,235,75.3,84.5,0.216,12.5,33.3,17.1,169.3,67.1,9.7,1,"Rain, Partially cloudy",24
1/7/24,232,67.9,81.4,0.132,12.5,22.6,14.7,312.1,59.9,9.6,2,"Rain, Partially cloudy",24
1/8/24,263,70.7,72,0,0,36.5,23.3,78.9,63.1,9.9,4,Partially cloudy,23
1/9/24,239,77.5,80.2,0.001,4.17,39.9,24.3,157.5,78.2,9.9,3,"Rain, Partially cloudy",21
1/10/24,307,67.8,70.6,0.047,8.33,34.2,11.8,311.2,73,9.8,4,"Rain, Partially cloudy",26
1/11/24,34,66.1,87.9,0.193,50,17.4,12.3,10.4,98.7,7.4,2,"Rain, Overcast",10
1/12/24,271,78.3,83.9,0.109,12.5,28,15.1,155.7,60.4,9.5,7,"Rain, Partially cloudy",23
1/13/24,267,75.2,81.6,0.019,12.5,30.2,17.4,235.1,64.1,9.7,5,"Rain, Partially cloudy",24
1/14/24,80,69,81.4,0.379,41.67,29.2,17.1,45,98.1,8.2,2,"Rain, Overcast",10
1/15/24,326,76.6,82.7,0,0,24.2,16.4,136.1,67.7,9.8,4,Partially cloudy,26
1/16/24,232,77.8,82.7,0.008,8.33,26.4,13.6,210.2,45,9.9,6,"Rain, Partially cloudy",24
1/17/24,267,70.6,76.8,0,0,24.2,15,355.8,86.5,9.9,7,Partially cloudy,24
1/18/24,229,75.9,78.7,0,0,18.6,14,109.8,78.1,9.9,4,Partially cloudy,23
1/19/24,242,71.3,87.3,0.005,4.17,13.9,8.7,308.8,73.6,9.6,3,"Rain, Partially cloudy",22
1/20/24,660,66.2,68.1,0,0,24.2,13.1,351.7,28,9.9,10,Partially cloudy,36
1/21/24,536,61.4,61.6,0,0,29.6,18.4,29.5,43.5,9.9,8,Partially cloudy,34
1/22/24,331,69.6,61.3,0,0,32.6,22.3,81.3,92.9,9.9,4,Overcast,28
1/23/24,396,74.9,67.6,0.005,4.17,30.2,19.3,108,68.6,9.9,7,"Rain, Partially cloudy",27
1/24/24,534,77,74.6,0,0,28.3,18.7,109.6,44.2,9.9,7,Partially cloudy,30
1/25/24,472,76.8,78.9,0,0,26.4,17.1,123.2,45.6,9.9,5,Partially cloudy,30
1/26/24,694,77.2,75.4,0,0,21.5,13.7,123.1,33,9.9,4,Partially cloudy,34
1/27/24,716,77.8,79.9,0.005,4.17,30.8,19.8,146.9,60.1,9.9,8,"Rain, Partially cloudy",52
1/28/24,666,74.9,80.1,0.122,16.67,31.2,19.1,260.4,40.8,9.5,7,"Rain, Partially cloudy",40
1/29/24,494,59,67.9,0,0,28.6,16.9,311.5,9.5,9.9,8,Clear,31
1/30/24,443,61.5,66.4,0,0,16.3,11,303.7,25.8,9.9,7,Partially cloudy,31
1/31/24,520,63.2,64.5,0,0,23,14.7,293.9,6.7,9.9,7,Clear,33
2/1/24,431,63.6,66.3,0,0,17.2,9.9,334.8,22.1,9.9,6,Partially cloudy,30
2/2/24,514,67.4,69.7,0,0,17.2,9.2,155.4,41.9,9.9,8,Partially cloudy,34
2/3/24,698,67.7,71.7,0,0,23,12,144.5,27.5,9.9,7,Partially cloudy,39
2/4/24,305,70.5,73.9,0.221,8.33,35.6,18.6,158.4,44,9.4,7,"Rain, Partially cloudy",28
2/5/24,111,62.7,85.1,0.024,16.67,26.2,13.9,319.4,43.6,9.6,3,"Rain, Partially cloudy",10
2/6/24,289,61.6,73.3,0,0,33.1,21.5,310.8,67.7,9.9,7,Partially cloudy,12
2/7/24,553,64.4,64,0,0,27.2,13.5,343,16.4,9.9,8,Clear,34
2/8/24,424,68.3,71.4,0.005,4.17,21.9,14.8,53.6,76.5,9.9,7,"Rain, Partially cloudy",30
2/9/24,477,72.4,57.7,0,0,24.2,15.2,102.5,89.3,9.9,4,Partially cloudy,30
2/10/24,737,73.9,62.7,0,0,22.4,15.8,127.8,81.6,9.9,10,Partially cloudy,51
2/11/24,651,75.4,76.7,0.005,4.17,29.9,16.2,153.6,59.4,9.9,8,"Rain, Partially cloudy",43
2/12/24,517,78.1,71.1,0,0,33,20.3,181.2,47,9.9,6,Partially cloudy,35
2/13/24,391,73.8,67.9,0.186,16.67,26.4,14.3,276.2,47.7,9.9,8,"Rain, Partially cloudy",28
2/14/24,473,67.5,69.1,0,0,22,13.6,36.9,20.5,9.9,9,Partially cloudy,30
2/15/24,406,71.9,58.8,0,0,21,12.4,100.4,29,9.9,9,Partially cloudy,29
2/16/24,495,72.7,68.7,0,0,22.2,14.4,140.9,27.6,9.9,9,Partially cloudy,30
2/17/24,553,74.7,76.6,0,0,24.2,16.1,219.7,43.1,9.9,9,Partially cloudy,31
2/18/24,33,68.7,94.9,2.977,66.67,33.6,17.6,3.9,91.8,7.7,2,"Rain, Overcast",16
2/19/24,239,62.8,85.6,0.089,12.5,27.7,16.5,312.5,78.4,9.3,10,"Rain, Partially cloudy",25
2/20/24,291,60.5,60.7,0,0,21.3,12.8,316.5,1.1,9.9,9,Clear,25
2/21/24,316,62.3,60.5,0,0,23,12.2,335.5,7,9.9,8,Clear,26
2/22/24,241,64.1,72.4,0.004,4.17,15.4,8.2,5.1,39.9,9.9,6,"Rain, Partially cloudy",24
2/23/24,409,69.2,66.9,0,0,31.4,18.3,229.9,25.7,9.9,8,Partially cloudy,30
2/24/24,500,69.2,61.6,0.069,8.33,26.4,15.3,285.3,42.9,9.8,8,"Rain, Partially cloudy",31
2/25/24,541,63.9,51.7,0,0,18.3,11.4,334.1,0.5,9.9,8,Clear,32
2/26/24,324,66.5,60.6,0,0,20.8,12,100.5,9.7,9.9,10,Clear,26
2/27/24,332,69.9,59.3,0,0,25.3,13.7,118.1,17.3,9.9,9,Clear,26
2/28/24,369,74.6,65.8,0,0,26.4,16.6,138.9,30.9,9.9,9,Partially cloudy,27
2/29/24,333,73.9,76.3,0,0,17,10.3,88.9,49.5,9.9,9,Partially cloudy,26
3/1/24,481,75.8,73.9,0.051,12.5,29.1,18.3,120.6,54.4,9.8,8,"Rain, Partially cloudy",29
3/2/24,525,75.7,73.7,0,0,22.8,13.7,142.3,41.1,9.9,10,Partially cloudy,30
3/3/24,340,74.6,83,0.953,37.5,21.9,14.2,125.8,76,9.2,4,"Rain, Partially cloudy",28
3/4/24,271,75.5,82.8,0.011,8.33,19.7,13.8,59.1,43.8,9.8,10,"Rain, Partially cloudy",26
3/5/24,337,76.6,78.9,0,0,20.8,11.6,102.8,39.1,9.9,10,Partially cloudy,26
3/6/24,108,75.8,84.9,0.34,25,26.8,11.2,180.1,56.1,9.6,4,"Rain, Partially cloudy",10
3/7/24,146,73.4,92.1,0.903,37.5,33.3,12.9,39.4,61.3,9.1,9,"Rain, Partially cloudy",14
3/8/24,374,76.6,85.8,0,0,24.2,14.1,138,39.6,9.1,5,Partially cloudy,27
3/9/24,497,79.9,81.6,0,0,28.7,17.9,159.6,31.2,9.9,9,Partially cloudy,30
3/10/24,352,78.5,80.9,0,0,27.8,18.7,263.9,63.5,9.9,6,Partially cloudy,26
3/11/24,427,71.8,68.2,0,0,21.9,13.4,29.2,15.2,9.9,9,Clear,29
3/12/24,375,73.1,64.6,0,0,20.4,12.8,97.4,24.2,9.9,10,Partially cloudy,28
3/13/24,461,74.9,68.8,0,0,20.8,13.6,123.7,34.8,9.9,8,Partially cloudy,29
3/14/24,414,76,69.1,0,0,20.8,11.7,100.5,13.2,9.9,9,Clear,28
3/15/24,565,77.2,69.5,0,0,23,16.1,126.1,21.9,9.9,10,Partially cloudy,30
3/16/24,717,77.9,76.5,0,0,16.6,12.9,150.4,32.6,9.9,10,Partially cloudy,42
3/17/24,685,79.4,75.5,0,0,24.2,14.2,185.8,36.8,9.9,10,Partially cloudy,36
